Experiment name,camera_spraytec_PEO_0dot3_1dot5ml_1dot5bar
Start time (UTC),2025-09-08 09:43:00.709517+00:00
Opening duration (ms),80
Time before opening (ms),0
Time after closing (ms),1000
Ambient temperature (°C),21.46
Relative humidity (%),66.57
SprayTec lift height (mm),

Elapsed time (s),Pressure (bar),Flow rate (L/s)
0.0,1.48,0.0
0.012250900268554688,1.48,0.0
0.027348756790161133,1.48,0.012666666666666666
0.04288935661315918,1.48,0.10233333333333333
0.06038641929626465,1.48,0.636
0.07679867744445801,1.48,1.9456666666666667
0.0906980037689209,1.47,2.87
0.10719823837280273,1.47,3.865333333333333
0.12284493446350098,1.46,4.7
0.14027643203735352,1.46,5.091333333333333
0.15548276901245117,1.45,4.833666666666667
0.17287278175354004,1.44,4.217666666666666
0.18668127059936523,1.43,3.7503333333333333
0.20393753051757812,1.43,3.2143333333333333
0.2197411060333252,1.42,2.747
0.2347545623779297,1.42,2.381
0.25203514099121094,1.42,2.035
0.26775550842285156,1.42,1.7386666666666666
0.282914400100708,1.42,1.509
0.2993600368499756,1.42,1.289
0.31510066986083984,1.42,1.0996666666666666
0.3311138153076172,1.43,0.954
0.3471205234527588,1.43,0.8156666666666667
0.3646888732910156,1.44,0.698
0.3789637088775635,1.44,0.6063333333333333
0.39562058448791504,1.43,0.519
0.41128110885620117,1.43,0.44266666666666665
0.4282674789428711,1.44,0.37866666666666665
0.444622278213501,1.44,0.324
0.459972620010376,1.44,0.282
0.4753258228302002,1.45,0.247
0.4921886920928955,1.45,0.20566666666666666
0.5084941387176514,1.46,0.17433333333333334
0.5228879451751709,1.46,0.15666666666666665
0.540386438369751,1.46,0.12933333333333333
0.5561418533325195,1.46,0.112
0.5727400779724121,1.46,0.09566666666666666
0.5895946025848389,1.46,0.08066666666666666
0.6026866436004639,1.46,0.07233333333333333
0.6208105087280273,1.47,0.06233333333333333
0.63619065284729,1.47,0.05566666666666666
0.652428388595581,1.48,0.04633333333333333
0.6678719520568848,1.48,0.038
0.6832640171051025,1.48,0.032
0.6995067596435547,1.48,0.029666666666666664
0.715977668762207,1.48,0.024333333333333332
0.7308337688446045,1.48,0.019333333333333334
0.7469940185546875,1.48,0.014666666666666666
0.763495922088623,1.48,0.012333333333333333
0.7794411182403564,1.48,0.01
0.7963466644287109,1.48,0.006666666666666666
0.8116421699523926,1.48,0.004333333333333333
0.8280870914459229,1.48,0.0036666666666666666
0.8444762229919434,1.49,0.0016666666666666666
0.8600902557373047,1.5,0.0006666666666666666
0.8767383098602295,1.5,0.0
0.8922989368438721,1.5,0.0
0.9066934585571289,1.49,0.0
0.9242579936981201,1.49,0.0
0.9409127235412598,1.49,0.0
0.9562263488769531,1.48,0.0
0.9725582599639893,1.48,0.0
0.9887855052947998,1.48,0.0
1.0045199394226074,1.48,0.0
1.0189917087554932,1.49,0.0
1.0355660915374756,1.49,0.0
1.0532827377319336,1.49,0.0
1.0678746700286865,1.48,0.0
1.0841341018676758,1.48,0.0
1.1005535125732422,1.48,0.0
1.1167173385620117,1.48,0.0
