Experiment name,ETPoF_1-32_1
Start time (UTC),2025-03-24 09:28:51.623677+00:00
Opening duration (ms),50
Time before opening (ms),500
Time after closing (ms),1000
Ambient Temperature (Celsius),22.51
Relative Humidity (%),43.75

Elapsed time (s),Pressure (bar),Flow rate (L/s)
-0.5295171737670898,0.0,0.0
-0.5107097625732422,0.0,0.0
-0.4937899112701416,0.0,0.0
-0.47798609733581543,0.0,0.0
-0.4622476100921631,0.0,0.0
-0.4475085735321045,0.0,0.0
-0.43122291564941406,0.0,0.0
-0.41541481018066406,0.0,0.0
-0.3989884853363037,0.0,0.0
-0.3822786808013916,0.0,0.0
-0.366985559463501,0.0,0.0
-0.3518953323364258,0.0,0.0
-0.3351747989654541,0.0,0.0
-0.3193366527557373,0.0,0.0
-0.3022329807281494,0.0,0.0
-0.2865304946899414,0.0,0.0
-0.27152585983276367,0.0,0.0
-0.25351953506469727,0.0,0.0
-0.23825311660766602,0.0,0.0
-0.22182703018188477,0.0,0.0
-0.2077326774597168,0.0,0.0
-0.1912693977355957,0.0,0.0
-0.17546486854553223,0.0,0.0
-0.15891647338867188,0.0,0.0
-0.1431868076324463,0.0,0.0
-0.127854585647583,0.0,0.0
-0.1104118824005127,0.0,0.0
-0.09480524063110352,0.0,0.0
-0.07871603965759277,0.0,0.0
-0.06270503997802734,0.0,0.0
-0.04782986640930176,0.0,0.0
-0.03159761428833008,0.0,0.0
-0.013949871063232422,0.0,0.0
0.0,0.0,0.0
0.017716169357299805,0.0,0.0
0.03348135948181152,0.0,0.04833333333333333
0.04927229881286621,0.0,0.25033333333333335
0.06531810760498047,0.0,1.6666666666666665
0.0816805362701416,0.0,3.4576666666666664
0.09729409217834473,0.0,4.970666666666666
0.11229157447814941,0.0,5.587
0.12898850440979004,0.0,5.329
0.1448829174041748,0.0,4.781333333333333
0.16104698181152344,0.0,4.133
0.17694664001464844,0.0,3.543333333333333
0.1925356388092041,0.0,3.082333333333333
0.20879292488098145,0.0,2.6356666666666664
0.22498869895935059,0.0,2.2506666666666666
0.24119925498962402,0.0,1.9529999999999998
0.25667738914489746,0.0,1.6713333333333333
0.27319908142089844,0.0,1.4286666666666665
0.28865718841552734,0.0,1.2413333333333334
0.304013729095459,0.0,1.0813333333333333
0.3206946849822998,0.0,0.9256666666666666
0.3368997573852539,0.0,0.7916666666666666
0.35173988342285156,0.0,0.6893333333333334
0.36844372749328613,0.0,0.5923333333333333
0.38539958000183105,0.0,0.501
0.4008512496948242,0.0,0.4373333333333333
0.4170088768005371,0.0,0.37966666666666665
0.4326193332672119,0.0,0.328
0.4488499164581299,0.0,0.2826666666666667
0.46591877937316895,0.0,0.24533333333333332
0.48013949394226074,0.0,0.21566666666666667
0.49715590476989746,0.0,0.184
0.5127975940704346,0.0,0.16133333333333333
0.5297603607177734,0.0,0.13833333333333334
0.5458874702453613,0.0,0.124
0.5612919330596924,0.0,0.10766666666666666
0.5778605937957764,0.0,0.09233333333333334
0.5925235748291016,0.0,0.07966666666666666
0.6083500385284424,0.0,0.06799999999999999
0.6248338222503662,0.0,0.058333333333333334
0.6408901214599609,0.0,0.04933333333333333
0.6577658653259277,0.0,0.04433333333333333
0.6722126007080078,0.0,0.03766666666666667
0.6883549690246582,0.0,0.031
0.7038753032684326,0.0,0.026333333333333334
0.719834566116333,0.0,0.023666666666666666
0.7375741004943848,0.0,0.018
0.7521946430206299,0.0,0.010666666666666666
0.7683000564575195,0.0,0.009333333333333332
0.7850728034973145,0.0,0.008
0.8008451461791992,0.0,0.005333333333333333
0.8162384033203125,0.0,0.004
0.8330247402191162,0.0,0.0013333333333333333
0.8482627868652344,0.0,0.0
0.8652212619781494,0.0,0.0
0.8814060688018799,0.0,0.0
0.8973650932312012,0.0,0.0
0.9128990173339844,0.0,0.0
0.9285531044006348,0.0,0.0
0.9438939094543457,0.0,0.0
0.9604165554046631,0.0,0.0
0.9782288074493408,0.0,0.0
0.9931819438934326,0.0,0.0
1.0088438987731934,0.0,0.0
1.0241563320159912,0.0,0.0
1.0412731170654297,0.0,0.0
1.0574045181274414,0.0,0.0
1.0730299949645996,0.0,0.0
1.0890321731567383,0.0,0.0
