Experiment name,ETPoF_1-8_2
Start time (UTC),2025-03-24 10:49:51.307026+00:00
Opening duration (ms),50
Time before opening (ms),500
Time after closing (ms),1000
Ambient Temperature (Celsius),22.56
Relative Humidity (%),43.34

Elapsed time (s),Pressure (bar),Flow rate (L/s)
-0.5258550643920898,0.0,0.0
-0.5124444961547852,0.0,0.0
-0.495868444442749,0.0,0.0
-0.4795405864715576,0.0,0.0
-0.46341991424560547,0.0,0.0
-0.4477231502532959,0.0,0.0
-0.43089890480041504,0.0,0.0
-0.41678309440612793,0.0,0.0
-0.39965128898620605,0.0,0.0
-0.38344526290893555,0.0,0.0
-0.3656308650970459,0.0,0.0
-0.35146021842956543,0.0,0.0
-0.3345143795013428,0.0,0.0
-0.31946492195129395,0.0,0.0
-0.30309414863586426,0.0,0.0
-0.28688716888427734,0.0,0.0
-0.2712588310241699,0.0,0.0
-0.25620031356811523,0.0,0.0
-0.23928618431091309,0.0,0.0
-0.22394251823425293,0.0,0.0
-0.20703625679016113,0.0,0.0
-0.19086837768554688,0.0,0.0
-0.17591047286987305,0.0,0.0
-0.15898418426513672,0.0,0.0
-0.14380574226379395,0.0,0.0
-0.1275646686553955,0.0,0.0
-0.1108253002166748,0.0,0.0
-0.0957789421081543,0.0,0.0
-0.07976484298706055,0.0,0.0
-0.0633547306060791,0.0,0.0
-0.047313690185546875,0.0,0.0
-0.03252458572387695,0.0,0.0
-0.01631760597229004,0.0,0.0
0.0,0.0,0.0
0.016359806060791016,0.0,0.0
0.03150057792663574,0.0,0.008666666666666666
0.04758930206298828,0.0,0.08366666666666667
0.06577253341674805,0.0,0.43966666666666665
0.07990288734436035,0.0,1.1239999999999999
0.09660696983337402,0.0,1.8679999999999999
0.11168122291564941,0.0,2.279333333333333
0.1278994083404541,0.0,2.264333333333333
0.14461374282836914,0.0,2.033333333333333
0.16041207313537598,0.0,1.7663333333333333
0.17630696296691895,0.0,1.541
0.19348669052124023,0.0,1.2976666666666665
0.21000385284423828,0.0,1.1103333333333334
0.22475075721740723,0.0,0.9643333333333333
0.24018073081970215,0.0,0.8383333333333333
0.2578554153442383,0.0,0.703
0.27298712730407715,0.0,0.6116666666666667
0.28925418853759766,0.0,0.5316666666666666
0.3052058219909668,0.0,0.45566666666666666
0.3201470375061035,0.0,0.39666666666666667
0.33597898483276367,0.0,0.3396666666666667
0.35204648971557617,0.0,0.29666666666666663
0.36766862869262695,0.0,0.2533333333333333
0.38443708419799805,0.0,0.21766666666666665
0.39999818801879883,0.0,0.18866666666666665
0.41675710678100586,0.0,0.164
0.43296122550964355,0.0,0.14266666666666666
0.4489128589630127,0.0,0.12166666666666666
0.4640848636627197,0.0,0.10533333333333333
0.48017168045043945,0.0,0.08933333333333333
0.49606871604919434,0.0,0.079
0.5129282474517822,0.0,0.06933333333333333
0.5290236473083496,0.0,0.06
0.5456409454345703,0.0,0.050666666666666665
0.5603859424591064,0.0,0.04433333333333333
0.5762546062469482,0.0,0.037
0.592071533203125,0.0,0.031
0.6086010932922363,0.0,0.026333333333333334
0.6241269111633301,0.0,0.023666666666666666
0.640228271484375,0.0,0.02
0.65570068359375,0.0,0.017333333333333333
0.6716597080230713,0.0,0.014
0.6895313262939453,0.0,0.009
0.7050294876098633,0.0,0.006666666666666666
0.7209067344665527,0.0,0.004666666666666666
0.7374563217163086,0.0,0.004666666666666666
0.7519304752349854,0.0,0.0026666666666666666
0.7678670883178711,0.0,0.001
0.784759521484375,0.0,0.0013333333333333333
0.7999863624572754,0.0,0.001
0.816215991973877,0.0,0.0
0.8317539691925049,0.0,0.0
0.8476231098175049,0.0,0.0
0.8640379905700684,0.0,0.0
0.8803732395172119,0.0,0.0
0.8966324329376221,0.0,0.0
0.9115207195281982,0.0,0.0
0.9291143417358398,0.0,0.0
0.9441473484039307,0.0,0.0
0.9608571529388428,0.0,0.0
0.9765439033508301,0.0,0.0
0.9915084838867188,0.0,0.0
1.008488655090332,0.0,0.0
1.0254075527191162,0.0,0.0
1.04093599319458,0.0,0.0
1.0556986331939697,0.0,0.0
1.0723304748535156,0.0,0.0
1.0888800621032715,0.0,0.0
